iter	Logloss
142	0.490905194
143	0.4908341468
144	0.4907636371
145	0.490723927
146	0.4906861535
147	0.4905861322
148	0.4905379236
149	0.4905029431
150	0.4904622397
151	0.4904209002
152	0.4903812139
153	0.4903481326
154	0.4903124109
155	0.4902726473
156	0.490243401
157	0.4902063311
158	0.4901788981
159	0.4901123877
160	0.4900684727
161	0.4900046843
162	0.4899685256
163	0.4899112578
164	0.4898671413
165	0.4898295766
166	0.4897918995
167	0.4897553096
168	0.4897227736
169	0.4896796075
170	0.4896563914
171	0.4896182094
172	0.4895756577
173	0.4895466582
174	0.4895153879
175	0.4894724664
176	0.4894261117
177	0.4893863548
178	0.4893410524
179	0.4893100639
180	0.4892780021
181	0.4892271152
182	0.489188523
183	0.4891558451
184	0.4891295401
185	0.4890950119
186	0.4890642678
187	0.4890358777
188	0.4890010795
189	0.4889230784
190	0.4888953648
191	0.4888507043
192	0.4888104086
193	0.4887856965
194	0.4887528356
195	0.4887192294
196	0.4886958853
197	0.4886658029
198	0.4886405599
199	0.4886158183
200	0.4885876583
201	0.4885541124
202	0.4885305425
203	0.4885046275
204	0.488483551
205	0.4884660905
206	0.4884287331
207	0.4884044079
208	0.4883692254
209	0.4883407393
210	0.4883120127
211	0.4882891024
212	0.4882664704
213	0.4882350357
214	0.4882075582
215	0.4881739477
216	0.4880995298
217	0.4880670825
218	0.4880468505
219	0.4880250705
220	0.488004708
221	0.4879881544
222	0.4879681057
223	0.4879404596
224	0.4879004451
225	0.4878774078
226	0.4878607676
227	0.4878312776
228	0.4878159406
229	0.4877882565
230	0.4877675681
231	0.487742027
232	0.4877195591
233	0.4877006756
234	0.4876836355
235	0.4876680627
236	0.4876497525
237	0.4876338673
238	0.4876036523
239	0.4875862311
240	0.4875723461
241	0.4875471218
242	0.4875302784
243	0.4875059957
244	0.4874839688
245	0.4874637381
246	0.4874437114
247	0.4873838925
248	0.4873619608
249	0.4873384396
250	0.4873129441
251	0.4872950267
252	0.48727449
253	0.4872576258
254	0.4872350666
255	0.4872161676
256	0.4871998682
257	0.4871813268
258	0.4871582507
259	0.4871329257
260	0.4871120864
261	0.4870891452
262	0.4870669426
263	0.4870462383
264	0.4870186539
265	0.4870011004
266	0.4869796025
267	0.4869675964
268	0.4869508917
269	0.4869343195
270	0.4869194013
271	0.4869045005
272	0.4868763945
273	0.4868533209
274	0.4868330623
275	0.4868130934
276	0.4867589814
277	0.486744362
278	0.4867294547
279	0.4867128968
280	0.486700186
281	0.4866832961
282	0.4866443972
283	0.4866217158
284	0.4866071689
285	0.4865859451
286	0.486567504
287	0.4865494226
288	0.4865357533
289	0.4865192308
290	0.4865037691
291	0.4864855415
292	0.4864733883
293	0.4864618946
294	0.4864502672
295	0.4864323166
296	0.4864220342
297	0.4864041706
298	0.4863805444
299	0.4863625428
300	0.4863451616
301	0.4863310852
302	0.4863202318
303	0.4863083037
304	0.4862952754
305	0.4862839716
306	0.4862683592
307	0.4862486808
308	0.4862407791
309	0.4862157276
310	0.4862019496
311	0.4861867631
312	0.4861692653
313	0.4861575176
314	0.4861108261
315	0.486097098
316	0.4860882526
317	0.4860733812
318	0.4860620693
319	0.4860442912
320	0.4860276669
321	0.486010634
322	0.4859993417
323	0.4859841837
324	0.4859686588
325	0.4859519682
326	0.4859353179
327	0.4859168335
328	0.4859046151
329	0.485890978
330	0.4858741244
331	0.485858372
332	0.4858536152
333	0.4858423454
334	0.4858311327
335	0.4858106616
336	0.4857969425
337	0.4857797517
338	0.4857696218
339	0.4857607793
340	0.4857466009
341	0.4857103811
342	0.4856932316
343	0.4856863185
344	0.4856656516
345	0.4856508164
346	0.485604702
347	0.485595856
348	0.4855877437
349	0.4855743704
350	0.4855354727
351	0.4855248033
352	0.4855085521
353	0.4854998676
354	0.4854883686
355	0.485478881
356	0.4854686864
357	0.4854567535
358	0.4854428867
359	0.4854301394
360	0.4854200198
361	0.4854081861
362	0.4853952705
363	0.4853851989
364	0.4853781434
365	0.4853580006
366	0.4853459389
367	0.4853314458
368	0.4853189685
369	0.4853057516
370	0.4852878996
371	0.4852706758
372	0.4852565214
373	0.4852474754
374	0.485235807
375	0.4852239664
376	0.4852091255
377	0.4851729678
378	0.4851580929
379	0.4851447447
380	0.4851335314
381	0.4851195902
382	0.4851086856
383	0.4850952613
384	0.4850590316
385	0.4850484696
386	0.4850183892
387	0.4850080065
388	0.48499719
389	0.4849878239
390	0.4849769925
391	0.4849606805
392	0.4849490409
393	0.4849196869
394	0.4849122049
395	0.4848973232
396	0.4848875287
397	0.4848820228
398	0.4848705876
399	0.4848591218
400	0.4848436058
401	0.4848325185
402	0.4848209733
403	0.4848065204
404	0.4847959501
405	0.4847843959
406	0.4847674485
407	0.4847593861
408	0.4847442806
409	0.4847103011
410	0.4846987901
411	0.4846863504
412	0.4846774324
413	0.4846685836
414	0.4846553707
415	0.484642616
416	0.4846304191
417	0.4846187282
418	0.4846050245
419	0.4845958594
420	0.4845832229
421	0.4845676102
422	0.4845597364
423	0.4845519215
424	0.4845457458
425	0.4845325998
426	0.4845180365
427	0.4845125382
428	0.4844824496
429	0.4844737919
430	0.4844633872
431	0.4844534026
432	0.4844261844
433	0.4844036015
434	0.4843925041
435	0.484380676
436	0.4843587556
437	0.4843413678
438	0.4843298686
439	0.4843218635
440	0.4843130132
441	0.4842985107
442	0.4842862377
443	0.4842699107
444	0.4842601857
445	0.4842457726
446	0.4842327645
447	0.4842177938
448	0.4842101142
449	0.4842028231
450	0.484195291
451	0.4841787867
452	0.4841658901
453	0.4841554319
454	0.484149711
455	0.4841354227
456	0.4841270336
457	0.4841171054
458	0.4841096624
459	0.4840985972
460	0.4840907521
461	0.4840816813
462	0.4840646027
463	0.4840532433
464	0.4840383291
465	0.4840233838
466	0.4840120127
467	0.4839953789
468	0.4839849465
469	0.4839719506
470	0.4839640255
471	0.4839476779
472	0.4839302992
473	0.4839182228
474	0.4839113344
475	0.483905459
476	0.4838908164
477	0.4838806468
478	0.4838569143
479	0.4838440007
480	0.4838329375
481	0.4838173271
482	0.4838043063
483	0.4837885241
484	0.4837784839
485	0.4837672739
486	0.4837490776
487	0.4837374966
488	0.4837288381
489	0.4837155357
490	0.4837039379
491	0.483696362
492	0.4836889206
493	0.4836823385
494	0.4836714265
495	0.4836576781
496	0.4836464445
497	0.4836329017
498	0.4836242125
499	0.4836205665
500	0.4836070073
501	0.4835968449
502	0.4835914359
503	0.4835826243
504	0.4835766534
505	0.4835676091
506	0.4835554729
507	0.483549451
508	0.4835437759
509	0.4835326011
510	0.4835286635
511	0.4835222301
512	0.4835093792
513	0.4835038032
514	0.4834884458
515	0.4834762095
516	0.4834697666
517	0.483451528
518	0.4834447703
519	0.4834318774
520	0.4834190247
521	0.4834039183
522	0.4833932055
523	0.4833819263
524	0.4833695113
525	0.4833522398
526	0.4833374882
527	0.4833258268
528	0.4833166001
529	0.483301959
530	0.4832850428
531	0.4832791886
532	0.4832652663
533	0.4832578744
534	0.4832511128
535	0.4832462954
536	0.4832385648
537	0.4832323504
538	0.4832225079
539	0.483207263
540	0.4831992598
541	0.4831837639
542	0.4831724851
543	0.4831533003
544	0.4831423637
545	0.4831236908
546	0.4831159179
547	0.4831050744
548	0.4830944049
549	0.4830763795
550	0.4830676509
551	0.4830534173
552	0.4830401155
553	0.483031584
554	0.4830216414
555	0.4830036255
556	0.4829928912
557	0.4829868932
558	0.4829752903
559	0.4829631956
560	0.4829551416
561	0.482943228
562	0.4829346198
563	0.4829241888
564	0.4829134812
565	0.4828961484
566	0.48288606
567	0.4828744384
568	0.482861993
569	0.4828559808
570	0.4828440063
571	0.4828308191
572	0.4828230555
573	0.4828107204
574	0.482806732
575	0.4827947518
576	0.4827783997
577	0.4827677699
578	0.4827500458
579	0.4827384244
580	0.4827272219
581	0.4827201604
582	0.4827041382
583	0.4826932123
584	0.4826805625
585	0.4826694537
586	0.482660789
587	0.4826528768
588	0.4826455389
589	0.4826322918
590	0.4826213822
591	0.4826124988
592	0.4826003569
593	0.4825813093
594	0.4825718607
595	0.4825581644
596	0.4825502071
597	0.4825386846
598	0.482522528
599	0.4825179263
600	0.4825027535
601	0.48248828
602	0.4824775104
603	0.4824590491
604	0.4824537303
605	0.4824385973
606	0.4824253771
607	0.4824096983
608	0.4824055615
609	0.4823945582
610	0.4823798947
611	0.4823709059
612	0.4823617893
613	0.482342069
614	0.4823321196
615	0.4823161886
616	0.4823050553
617	0.482297203
618	0.482286029
619	0.4822762825
620	0.4822659558
621	0.4822556443
622	0.4822425152
623	0.4822332168
624	0.4822247631
625	0.4822065109
626	0.4821904377
627	0.4821772367
628	0.4821641024
629	0.4821498744
630	0.482126232
631	0.482112299
632	0.4820950482
633	0.4820819102
634	0.4820677234
635	0.4820526573
636	0.4820408068
637	0.4820324604
638	0.4820209749
639	0.4820101914
640	0.4820003361
641	0.4819927354
642	0.4819764584
643	0.4819641329
644	0.4819545423
645	0.481937589
646	0.4819226939
647	0.4819074139
648	0.4818976356
649	0.4818872089
650	0.4818814917
651	0.4818694459
652	0.4818678237
653	0.4818513634
654	0.4818402695
655	0.4818343766
656	0.4818178132
657	0.4818061045
658	0.4817883842
659	0.4817756248
660	0.4817634451
661	0.4817551952
662	0.4817468937
663	0.4817326612
664	0.4817217556
665	0.4817105271
666	0.4817000317
667	0.4816890602
668	0.4816764028
669	0.4816612411
670	0.4816439472
671	0.4816324004
672	0.4816212179
673	0.481612044
674	0.4815982715
675	0.4815777579
676	0.4815662907
677	0.4815538904
678	0.4815401667
679	0.4815234367
680	0.4815072012
681	0.4814976406
682	0.4814938411
683	0.4814787995
684	0.481469044
685	0.4814556968
686	0.4814455745
687	0.4814438312
688	0.4814383419
689	0.4814278184
690	0.4814163729
691	0.4814040355
692	0.4813980129
693	0.4813815508
694	0.4813713385
695	0.4813636218
696	0.4813491299
697	0.4813345783
698	0.4813172605
699	0.4813038835
700	0.4812893455
701	0.4812791466
702	0.4812675061
703	0.4812506166
704	0.4812440789
705	0.4812347077
706	0.4812272375
707	0.4812184267
708	0.4812018278
709	0.4811940794
710	0.4811811817
711	0.4811627408
712	0.4811454291
713	0.4811360562
714	0.4811278867
715	0.4811129424
716	0.4811021881
717	0.4810849738
718	0.4810723377
719	0.4810624243
720	0.4810560849
721	0.4810477582
722	0.4810412841
723	0.4810243947
724	0.4810132478
725	0.4810036786
726	0.4809920043
727	0.4809855586
728	0.4809771796
729	0.4809607094
730	0.4809531674
731	0.4809470617
732	0.4809446058
733	0.4809384168
734	0.4809262761
735	0.4809128128
736	0.4809025288
737	0.4808929889
738	0.4808793959
739	0.4808714293
740	0.4808693906
741	0.4808547798
742	0.4808369337
743	0.4808330286
744	0.4808222034
745	0.4808140325
746	0.4807992136
747	0.4807904616
748	0.4807814006
749	0.4807693017
750	0.4807598713
751	0.4807448398
752	0.4807306094
753	0.4807155111
754	0.4807002356
755	0.4806904802
756	0.4806827605
757	0.4806765834
758	0.4806675821
759	0.4806528109
760	0.4806396575
761	0.4806244454
762	0.4806129187
763	0.4805964957
764	0.4805870302
765	0.4805730443
766	0.480562383
767	0.4805476159
768	0.4805361771
769	0.4805222083
770	0.4805084357
771	0.4804961242
772	0.480483151
773	0.4804742714
774	0.4804678515
775	0.480458617
776	0.4804501418
777	0.4804362292
778	0.480424033
779	0.4804069652
780	0.480406208
781	0.4803949209
782	0.4803842386
783	0.4803733667
784	0.480357019
785	0.4803403596
786	0.4803296547
787	0.4803163525
788	0.4803033557
789	0.4802934759
790	0.4802856805
791	0.4802786044
792	0.4802689579
793	0.4802565696
794	0.4802474258
795	0.4802366468
796	0.4802190582
797	0.4802039817
798	0.4801939362
799	0.4801859472
800	0.4801739076
801	0.4801654071
802	0.4801546086
803	0.4801536778
804	0.4801385811
805	0.4801222844
806	0.4801101839
807	0.4800965547
808	0.4800847418
809	0.4800746691
810	0.4800593392
811	0.4800493757
812	0.4800365774
813	0.4800244534
814	0.480023338
815	0.4800176059
816	0.4800066996
817	0.4799899611
818	0.4799784675
819	0.4799621805
820	0.4799519829
821	0.4799414351
822	0.4799284417
823	0.4799174232
824	0.4799067618
825	0.4798917813
826	0.4798821678
827	0.4798713325
828	0.4798558533
829	0.4798461438
830	0.4798370304
831	0.4798354975
832	0.479822653
833	0.4798129194
834	0.4798036288
835	0.4797894906
836	0.4797776403
837	0.4797645594
838	0.4797500103
839	0.4797476348
840	0.4797353387
841	0.4797207387
842	0.4797097578
843	0.4796976389
844	0.4796850876
845	0.4796840498
846	0.4796760206
847	0.4796644981
848	0.4796554126
849	0.4796459357
850	0.4796311387
851	0.4796301796
852	0.4796244526
853	0.4796132674
854	0.4796053872
855	0.4795954574
856	0.4795872519
857	0.4795770103
858	0.4795648867
859	0.4795537027
860	0.4795452804
861	0.4795312824
862	0.4795304231
863	0.4795278887
864	0.4795169552
865	0.4795087606
866	0.4795001482
867	0.4794966608
868	0.4794882431
869	0.4794784754
870	0.4794762064
871	0.4794602285
872	0.4794597974
873	0.4794426122
874	0.4794362844
875	0.4794258913
876	0.4794167648
877	0.4794054525
878	0.4793935876
879	0.4793841231
880	0.4793741503
881	0.4793629247
882	0.4793481945
883	0.4793344607
884	0.4793183323
885	0.4793153331
886	0.4793007898
887	0.4792932299
888	0.4792859102
889	0.4792778904
890	0.4792620332
891	0.4792431728
892	0.4792349616
893	0.4792247535
894	0.4792106854
895	0.479195634
896	0.4791848504
897	0.479177512
898	0.4791676351
899	0.4791664832
900	0.4791578717
901	0.4791507526
902	0.4791368382
903	0.4791274382
904	0.4791159156
905	0.4791077553
906	0.4790913303
907	0.4790756534
908	0.4790615341
909	0.4790455864
910	0.4790296633
911	0.4790212703
912	0.4790143679
913	0.4790035349
914	0.4789956873
915	0.4789862716
916	0.4789753939
917	0.4789725846
918	0.4789564013
919	0.4789468324
920	0.4789392817
921	0.4789285997
922	0.4789277859
923	0.4789252889
924	0.4789107071
925	0.4788992937
926	0.4788957233
927	0.4788816893
928	0.4788740726
929	0.4788697418
930	0.4788602074
931	0.4788533829
932	0.478847524
933	0.4788338773
934	0.4788177104
935	0.4788114776
936	0.4788029192
937	0.4787939489
938	0.4787886428
939	0.4787809381
940	0.4787691232
941	0.4787637859
942	0.4787495436
943	0.4787376398
944	0.4787226916
945	0.4787115925
946	0.478702444
947	0.4786919572
948	0.478677459
949	0.4786634184
950	0.4786544188
951	0.4786436785
952	0.4786374538
953	0.4786292782
954	0.478620225
955	0.4786034672
956	0.4785903809
957	0.4785850434
958	0.4785740309
959	0.4785646987
960	0.4785502548
961	0.4785399695
962	0.4785268488
963	0.4785143162
964	0.4785018994
965	0.478492758
966	0.4784777554
967	0.4784661627
968	0.4784546716
969	0.4784414615
970	0.4784330754
971	0.4784225918
972	0.4784125567
973	0.4784036754
974	0.4783973769
975	0.4783849327
976	0.4783765558
977	0.4783624864
978	0.4783480165
979	0.4783333348
980	0.478321433
981	0.4783136286
982	0.4783068317
983	0.4782939522
984	0.478283279
985	0.4782722334
986	0.4782590665
987	0.478246835
988	0.4782347533
989	0.4782236496
990	0.4782136894
991	0.4782068016
992	0.4782012385
993	0.4781936393
994	0.4781838835
995	0.4781677222
996	0.4781629422
997	0.47814643
998	0.4781305497
999	0.478117478
1000	0.4781157443
1001	0.478106148
1002	0.4780998239
1003	0.4780893811
1004	0.4780824728
1005	0.4780802022
1006	0.4780628206
1007	0.4780479165
1008	0.4780386902
1009	0.4780283459
1010	0.4780135176
1011	0.4780055068
1012	0.4779965338
1013	0.4779809704
1014	0.47796474
1015	0.4779566653
1016	0.4779502299
1017	0.4779377785
1018	0.4779246618
1019	0.4779148149
1020	0.4779067538
1021	0.4778952628
1022	0.4778884801
1023	0.477881997
1024	0.477871066
1025	0.4778551633
1026	0.4778452556
1027	0.4778317835
1028	0.4778227763
1029	0.4778129911
1030	0.477802554
1031	0.4777954969
1032	0.4777886033
1033	0.4777816813
1034	0.4777721124
1035	0.4777581109
